Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe 1],Comment [Probe 2],Comment [Probe 3],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Channels,Visualisation Method,Expression Pattern Description
CDH1-CDH5-MKI67,HDBRL13454 17pcw_VE-Cad_488_Ki67_546_E-Cad_647_DAPI_20x_2.zvi,17pcw fetal lung 13454,Homo sapiens,NCBITaxon,9606,17PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,Ki67,NM_002417.5,BD Biosciences 550609,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000148773,MKI67,ENSG00000039068,CDH1,CDH1-CDH5-MKI67\HDBRL13454 17pcw_VE-Cad_488_Ki67_546_E-Cad_647_DAPI_20x_2.zvi,1-DAPI; 2-CDH5; 3-MKI67; 4-CDH1,,CDH5 (green) all endothelium; KI67 (red) dividing cells; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-MKI67,HDBRL13454 17pcw_VE-Cad_488_Ki67_546_E-Cad_647_DAPI_40x.zvi,17pcw fetal lung 13454,Homo sapiens,NCBITaxon,9606,17PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,Ki67,NM_002417.5,BD Biosciences 550609,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000148773,MKI67,ENSG00000039068,CDH1,CDH1-CDH5-MKI67\HDBRL13454 17pcw_VE-Cad_488_Ki67_546_E-Cad_647_DAPI_40x.zvi,1-DAPI; 2-CDH5; 3-MKI67; 4-CDH1,,CDH5 (green) all endothelium; KI67 (red) dividing cells; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-MKI67,HDBRL13454 17pcw_VE-Cad_488_Ki67_546_E-Cad_647_DAPI_40x_2.zvi,17pcw fetal lung 13454,Homo sapiens,NCBITaxon,9606,17PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,Ki67,NM_002417.5,BD Biosciences 550609,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000148773,MKI67,ENSG00000039068,CDH1,CDH1-CDH5-MKI67\HDBRL13454 17pcw_VE-Cad_488_Ki67_546_E-Cad_647_DAPI_40x_2.zvi,1-DAPI; 2-CDH5; 3-MKI67; 4-CDH1,,CDH5 (green) all endothelium; KI67 (red) dividing cells; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-PECAM1,HDBRL13452_13pcw_CD31_488_VECad_555_ECad647_40x.zvi,13pcw fetal lung 14352,Homo sapiens,NCBITaxon,9606,13PCW,immunofluorescence,PECAM/CD31,NM_000442.5,AbCam Ab9498,CDH5,NM_001795.5,R&D Systems AF938 ,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000261371,PECAM1,ENSG00000261371,CDH5,ENSG00000039068,CDH1,CDH1-CDH5-PECAM1\HDBRL13452_13pcw_CD31_488_VECad_555_ECad647_40x.zvi,1-DAPI; 2-PECAM1; 3-CDH5; 4-CDH1,,PECAM/CD31  (green) all endothelium; CDH5 (red) all endothelium; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-PECAM1,HDBRL13452_13pcw_CD31_488_VECad_555_ECad647_40x_2.zvi,13pcw fetal lung 14352,Homo sapiens,NCBITaxon,9606,13PCW,immunofluorescence,PECAM/CD31,NM_000442.5,AbCam Ab9498,CDH5,NM_001795.5,R&D Systems AF938,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000261371,PECAM1,ENSG00000261371,CDH5,ENSG00000039068,CDH1,CDH1-CDH5-PECAM1\HDBRL13452_13pcw_CD31_488_VECad_555_ECad647_40x_2.zvi,1-DAPI; 2-PECAM1; 3-CDH5; 4-CDH1,,PECAM/CD31  (green) all endothelium; CDH5 (red) all endothelium; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-PECAM1,HDBRL13454_17pcw_CD31_488_VECad_555_ECad647_40x.zvi,17pcw fetal lung 13454,Homo sapiens,NCBITaxon,9606,17PCW,immunofluorescence,PECAM/CD31,NM_000442.5,AbCam Ab9498,CDH5,NM_001795.5,R&D Systems AF938,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000261371,PECAM1,ENSG00000261371,CDH5,ENSG00000039068,CDH1,CDH1-CDH5-PECAM1\HDBRL13454_17pcw_CD31_488_VECad_555_ECad647_40x.zvi,1-DAPI; 2-PECAM1; 3-CDH5; 4-CDH1,,PECAM/CD31  (green) all endothelium; CDH5 (red) all endothelium; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-PECAM1,HDBR-L 13452 13pcw_antigen retrival_VE-Cad 488_CD31_546_E-Cad_647_DAPI_40x.zvi,13pcw fetal lung 14352,Homo sapiens,NCBITaxon,9606,13PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PECAM/CD31,NM_000442.5,AbCam Ab9498,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000261371,PECAM1,ENSG00000039068,CDH1,CDH1-CDH5-PECAM1\HDBR-L 13452 13pcw_antigen retrival_VE-Cad 488_CD31_546_E-Cad_647_DAPI_40x.zvi,1-DAPI; 2-CDH5; 3-PECAM1; 4 -CDH1,,CDH5 (green) all endothelium; PECAM/CD31 (red) all endothelium; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-PECAM1,HDBR-L 13452 13pcw_VE-Cad 488_CD31_546_E-Cad_647_DAPI_40x.zvi,13pcw fetal lung 14352,Homo sapiens,NCBITaxon,9606,13PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PECAM/CD31,NM_000442.5,AbCam Ab9498,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000261371,PECAM1,ENSG00000039068,CDH1,CDH1-CDH5-PECAM1\HDBR-L 13452 13pcw_VE-Cad 488_CD31_546_E-Cad_647_DAPI_40x.zvi,1-DAPI; 2-CDH5; 3-PECAM1; 4 -CDH1,,CDH5 (green) all endothelium; PECAM/CD31 (red) all endothelium; ECAD/CDH1 (white) all epithelium
CDH1-CDH5-PECAM1,HDBR-L 13454 17pcw_VE-Cad 488_CD31_546_E-Cad_647_DAPI_40x.zvi,17pcw fetal lung 13454,Homo sapiens,NCBITaxon,9606,17PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PECAM/CD31,NM_000442.5,AbCam Ab9498 ,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000261371,PECAM1,ENSG00000039068,CDH1,CDH1-CDH5-PECAM1\HDBR-L 13454 17pcw_VE-Cad 488_CD31_546_E-Cad_647_DAPI_40x.zvi,1-DAPI; 2-CDH5; 3-PECAM1; 4 -CDH1,,CDH5 (green) all endothelium; PECAM/CD31 (red) all endothelium; ECAD/CDH1 (white) all epithelium
CDH1-CHD5-PDGFRa,HDBR-L 13357 20pcwl_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_20x.zvi,20pcw fetal lung 13357,Homo sapiens,NCBITaxon,9606,20PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PDGFRA,NM_006206.6,Cell Signalling 3174S clone D1E1E,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000134853,PDGFRA,ENSG00000039068,CDH1,CDH1-CHD5-PDGFRa\HDBR-L 13357 20pcwl_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_20x.zvi,1-DAPI; 2-CDH5; 3-PDGFRa; 4-CDH1,,CDH5 (green) all endothelium; PDGFRA (red) sub-set of fibroblasts; ECAD/CDH1 (white) all epithelium
CDH1-CHD5-PDGFRa,HDBR-L 13357 20pcwl_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_40x.zvi,20pcw fetal lung 13357,Homo sapiens,NCBITaxon,9606,20PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PDGFRA,NM_006206.6,Cell Signalling 3174S clone D1E1E,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000134853,PDGFRA,ENSG00000039068,CDH1,CDH1-CHD5-PDGFRa\HDBR-L 13357 20pcwl_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_40x.zvi,1-DAPI; 2-CDH5; 3-PDGFRa; 4-CDH1,,CDH5 (green) all endothelium; PDGFRA (red) sub-set of fibroblasts; ECAD/CDH1 (white) all epithelium
CDH1-CHD5-PDGFRa,HDBR-L 13357 20pcwl_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_40x_2.zvi,20pcw fetal lung 13357,Homo sapiens,NCBITaxon,9606,20PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PDGFRA,NM_006206.6,Cell Signalling 3174S clone D1E1E,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000134853,PDGFRA,ENSG00000039068,CDH1,CDH1-CHD5-PDGFRa\HDBR-L 13357 20pcwl_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_40x_2.zvi,1-DAPI; 2-CDH5; 3-PDGFRa; 4-CDH1,,CDH5 (green) all endothelium; PDGFRA (red) sub-set of fibroblasts; ECAD/CDH1 (white) all epithelium
CDH1-CHD5-PDGFRa,HDBR-L 13452 13pcw_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_20x.zvi,13pcw fetal lung 14352,Homo sapiens,NCBITaxon,9606,13PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PDGFRA,NM_006206.6,Cell Signalling 3174S clone D1E1E,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000134853,PDGFRA,ENSG00000039068,CDH1,CDH1-CHD5-PDGFRa\HDBR-L 13452 13pcw_VE-Cad 488_PDGFRa_546_E-Cad_647_DAPI_20x.zvi,1-DAPI; 2-CDH5; 3-PDGFRa; 4-CDH1,,CDH5 (green) all endothelium; PDGFRA (red) sub-set of fibroblasts; ECAD/CDH1 (white) all epithelium
CDH1-CHD5-PDGFRa,HDBR-L 13454 17pcw_VE-Cad_488_PDGFRa_546_E-Cad_647_DAPI_20x.zvi,17pcw fetal lung 13454,Homo sapiens,NCBITaxon,9606,17PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PDGFRA,NM_006206.6,Cell Signalling 3174S clone D1E1E,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000134853,PDGFRA,ENSG00000039068,CDH1,CDH1-CHD5-PDGFRa\HDBR-L 13454 17pcw_VE-Cad_488_PDGFRa_546_E-Cad_647_DAPI_20x.zvi,1-DAPI; 2-CDH5; 3-PDGFRa; 4-CDH1,,CDH5 (green) all endothelium; PDGFRA (red) sub-set of fibroblasts; ECAD/CDH1 (white) all epithelium
CDH1-CHD5-PDGFRa,HDBR-L 13454 17pcw_VE-Cad_488_PDGFRa_546_E-Cad_647_DAPI_40x.zvi,17pcw fetal lung 13454,Homo sapiens,NCBITaxon,9606,17PCW,immunofluorescence,CDH5,NM_001795.5,R&D Systems AF938,PDGFRA,NM_006206.6,Cell Signalling 3174S clone D1E1E,E-Cadherin,NM_004360.5,"Thermo Fisher Scientific, 13-1900",,,,ENSG00000179776,CDH5,ENSG00000134853,PDGFRA,ENSG00000039068,CDH1,CDH1-CHD5-PDGFRa\HDBR-L 13454 17pcw_VE-Cad_488_PDGFRa_546_E-Cad_647_DAPI_40x.zvi,1-DAPI; 2-CDH5; 3-PDGFRa; 4-CDH1,,CDH5 (green) all endothelium; PDGFRA (red) sub-set of fibroblasts; ECAD/CDH1 (white) all epithelium
CLDN2-SOX9,20210503 slides.lif - 11p-CLDN2 1.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CLDN2,NM_020384.4,"Thermo Fisher Scientific, 32-5600",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000165376,CLDN2,ENSG00000125398,SOX9,,,CLDN2-SOX9\20210503 slides.lif - 11p-CLDN2 1.tif,1-DAPI; 2-SOX9; 3-CLDN2,,"Lung: green CLDN2 enriched in endothelium, also expressed in epithelium; red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways"
CLDN2-SOX9,20210503 slides.lif - 11p-CLDN2 1 zoom.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CLDN2,NM_020384.4,"Thermo Fisher Scientific, 32-5600",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000165376,CLDN2,ENSG00000125398,SOX9,,,CLDN2-SOX9\20210503 slides.lif - 11p-CLDN2 1 zoom.tif,1-DAPI; 2-SOX9; 3-CLDN2,,"Lung: green CLDN2 enriched in endothelium, also expressed in epithelium; red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways"
CLDN2-SOX9,20210503 slides.lif - 11p-CLDN2 2.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CLDN2,NM_020384.4,"Thermo Fisher Scientific, 32-5600",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000165376,CLDN2,ENSG00000125398,SOX9,,,CLDN2-SOX9\20210503 slides.lif - 11p-CLDN2 2.tif,1-DAPI; 2-SOX9; 3-CLDN2,,"Lung: green CLDN2 enriched in endothelium, also expressed in epithelium; red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways"
CLDN2-SOX9,20210503 slides.lif - 11p-CLDN2 2 zoom1.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CLDN2,NM_020384.4,"Thermo Fisher Scientific, 32-5600",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000165376,CLDN2,ENSG00000125398,SOX9,,,CLDN2-SOX9\20210503 slides.lif - 11p-CLDN2 2 zoom1.tif,1-DAPI; 2-SOX9; 3-CLDN2,,"Lung: green CLDN2 enriched in endothelium, also expressed in epithelium; red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways"
CLDN2-SOX9,20210503 slides.lif - 11p-CLDN2 2 zoom2.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CLDN2,NM_020384.4,"Thermo Fisher Scientific, 32-5600",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000165376,CLDN2,ENSG00000125398,SOX9,,,CLDN2-SOX9\20210503 slides.lif - 11p-CLDN2 2 zoom2.tif,1-DAPI; 2-SOX9; 3-CLDN2,,"Lung: green CLDN2 enriched in endothelium, also expressed in epithelium; red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways"
COL4A1-SOX9,20210503 slides.lif - 12p-Col4 1.tif,12PCW fetal lung,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,COL4A1,NM_001845.6,"Abcam, ab236640",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000187498,COL4A1,ENSG00000125398,SOX9,,,COL4A1-SOX9\20210503 slides.lif - 12p-Col4 1.tif,1-DAP1; 2-SOX9; 3-COL4A1,,Lung: green COL4A1 epithelium and endothelium (maybe non-specific?); red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways
COL4A1-SOX9,20210503 slides.lif - 12p-Col4 1 zoom.tif,12PCW fetal lung,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,COL4A1,NM_001845.6,"Abcam, ab236640",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000187498,COL4A1,ENSG00000125398,SOX9,,,COL4A1-SOX9\20210503 slides.lif - 12p-Col4 1 zoom.tif,1-DAP1; 2-SOX9; 3-COL4A1,,Lung: green COL4A1 epithelium and endothelium (maybe non-specific?); red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways
COL4A1-SOX9,20210503 slides.lif - 12p-Col4 2.tif,12PCW fetal lung,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,COL4A1,NM_001845.6,"Abcam, ab236640",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000187498,COL4A1,ENSG00000125398,SOX9,,,COL4A1-SOX9\20210503 slides.lif - 12p-Col4 2.tif,1-DAP1; 2-SOX9; 3-COL4A1,,Lung: green COL4A1 epithelium and endothelium (maybe non-specific?); red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways
COL4A1-SOX9,20210503 slides.lif - 12p-Col4 2 zoom1.tif,12PCW fetal lung,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,COL4A1,NM_001845.6,"Abcam, ab236640",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000187498,COL4A1,ENSG00000125398,SOX9,,,COL4A1-SOX9\20210503 slides.lif - 12p-Col4 2 zoom1.tif,1-DAP1; 2-SOX9; 3-COL4A1,,Lung: green COL4A1 epithelium and endothelium (maybe non-specific?); red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways
COL4A1-SOX9,20210503 slides.lif - 12p-Col4 2 zoom2.tif,12PCW fetal lung,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,COL4A1,NM_001845.6,"Abcam, ab236640",SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000187498,COL4A1,ENSG00000125398,SOX9,,,COL4A1-SOX9\20210503 slides.lif - 12p-Col4 2 zoom2.tif,1-DAP1; 2-SOX9; 3-COL4A1,,Lung: green COL4A1 epithelium and endothelium (maybe non-specific?); red SOX9 budding tip epithelium and differentiating cartilage cells around the larger airways
CPAMD8,11239_CPAMD8_3UTR_Face_CS23_eye1_AS_1_5x.tif,Embryo 11239,Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\11239_CPAMD8_3UTR_Face_CS23_eye1_AS_1_5x.tif,,NBT/BCIP,Retina
CPAMD8,11239_CPAMD8_3UTR_Face_CS23_eye2_AS_1_5x.tif,Embryo 11239,Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\11239_CPAMD8_3UTR_Face_CS23_eye2_AS_1_5x.tif,,NBT/BCIP,Retina
CPAMD8,11239_CPAMD8_3UTR_Face_CS23_eye3_AS_1_5x.tif,Embryo 11239,Homo sapiens,NCBITaxon,9606,CS23,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\11239_CPAMD8_3UTR_Face_CS23_eye3_AS_1_5x.tif,,NBT/BCIP,Retina
CPAMD8,12310_CPAMD8_3UTR_Head_CS19eye3_AS_1_10x.tif,Embryo 12310,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\12310_CPAMD8_3UTR_Head_CS19eye3_AS_1_10x.tif,,NBT/BCIP,Retina
CPAMD8,12310_CPAMD8_3UTR_Head_CS19_eye7_AS_1_10x.tif,Embryo 12310,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\12310_CPAMD8_3UTR_Head_CS19_eye7_AS_1_10x.tif,,NBT/BCIP,Retina
CPAMD8,12435_CPAMD8_3UTR_Head_CS18_eye3_AS_1_10x.tif,Embryo 12435,Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\12435_CPAMD8_3UTR_Head_CS18_eye3_AS_1_10x.tif,,NBT/BCIP,Retina
CPAMD8,12435_CPAMD8_3UTR_Head_CS18_eye4_AS_1_10x.tif,Embryo 12435,Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\12435_CPAMD8_3UTR_Head_CS18_eye4_AS_1_10x.tif,,NBT/BCIP,Retina
CPAMD8,12435_CPAMD8_3UTR_Head_CS18_eye6_AS_1_10x.tif,Embryo 12435,Homo sapiens,NCBITaxon,9606,CS18,In situ hybridisation,,,,,,,,,,NM_015692. 356bp probe in the 3'UTR,,,ENSG00000160111,CPAMD8,,,,,CPAMD8\12435_CPAMD8_3UTR_Head_CS18_eye6_AS_1_10x.tif,,NBT/BCIP,Retina
CTNNB1-SOX9,20191204 slides@.lif - 22-bCAT sox9.tif,22PCW fetal lung,Homo sapiens,NCBITaxon,9606,22PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 22-bCAT sox9.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 22-bCAT sox9 zoom 1.tif,22PCW fetal lung,Homo sapiens,NCBITaxon,9606,22PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 22-bCAT sox9 zoom 1.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 22-bCAT sox9 zoom 2.tif,22PCW fetal lung,Homo sapiens,NCBITaxon,9606,22PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 22-bCAT sox9 zoom 2.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 11-bCAT sox9 1.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 11-bCAT sox9 1.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 11-bCAT sox9 1 zoom 1.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 11-bCAT sox9 1 zoom 1.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 11-bCAT sox9 1 zoom 2.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 11-bCAT sox9 1 zoom 2.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 11-bCAT sox9 1 zoom 3.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 11-bCAT sox9 1 zoom 3.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 11-bCAT sox9 1 zoom 4.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 11-bCAT sox9 1 zoom 4.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 11-bCAT sox9 1 zoom 5.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 11-bCAT sox9 1 zoom 5.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
CTNNB1-SOX9,20191204 slides@.lif - 11-bCAT sox9 1 zoom 6.tif,11PCW fetal lung,Homo sapiens,NCBITaxon,9606,11PCW,Immunofluorescence,CTNNB1,NM_001904.4,,SOX9,NM_000346 ,"R&D Systems, AF3075",,,,,,,ENSG00000168036,CTNNB1,ENSG00000125398,SOX9,,,CTNNB1-SOX9\20191204 slides@.lif - 11-bCAT sox9 1 zoom 6.tif,1-DAPI; 2-CTNNB1; 3-SOX9,,Lung: green CTNNB1 epithelial and endothelial cells; red SOX9 distal tip epithelium and a sub-set of airway cells
DDX31,11pcw 13997 DDX31 Low power 3.51X.jpg,Fetal brain 13997,Homo sapiens,NCBITaxon,9606,11PCW,RNAscope,,,,,,,,,,ACDBio 1083621-C1,,,ENSG00000125485,DDX31,,,,,DDX31\11pcw 13997 DDX31 Low power 3.51X.jpg,,Fast Red,Rhombencephalon
DDX31,14pcw 13024 DDX31 Low power 2.37X.jpg,Fetal brain 13024,Homo sapiens,NCBITaxon,9606,14PCW,RNAscope,,,,,,,,,,ACDBio 1083621-C1,,,ENSG00000125485,DDX31,,,,,DDX31\14pcw 13024 DDX31 Low power 2.37X.jpg,,Fast Red,Cerebellum
